Label (1 = metaphor / 0 = literal)	Sentence
1	The Pentagon is standing firm , and is sticking to plans to buy the coal in five equally sized installments 
1	The military , meanwhile , has said it will stick to the letter of the constitution 
1	He did n't stick around to explain why , but the Soviet vaulters later complained of tricky winds , and Bubka blamed them for his passing on the 20-foot barrier 
1	Ameritech said it intends to stick with its current flagship campaign , `` Solutions That Work , '' which began running in July 
1	He 's done it in a quiet way , yet he 's been able to stick with it . ''/''
1	Thankfully , none of it stuck 
1	But they are stuck with the fact that thousands of traders , anonymous and unaccountable to the citizens of the nations whose currencies they control , are still the ultimate arbiters of value 
1	And , as prices rose , the once-obscure chicken tariff suddenly started sticking out as a sore point among consumers who were paying the price 
1	A rigorously contrarian approach in switching sectors can boost portfolio performance somewhat , his work shows , but only if the investor has the stomach to stick with it for very long periods 
1	The company thinks many smokers will be drawn enough by the decreased tar and decreased offense to non-smokers that they will stick with Premier and learn to like it 
1	If the `` draft-dodger '' label had stuck , Sen. Quayle might well have taken Mr. Bush down with him 
1	Nevertheless , scientists are sticking to plans to trap and kill wild colonies in the BRZ and flood the area with European males 
1	`` I think there is a lot to be said for sticking with the Tax Reform Act for the sake of consistency and predictability , '' Mr. Dukakis says 
1	But she , too , plans to stick around -- to meet people 
1	Peace in the Persian Gulf , if it sticks , may elevate Iraq as the new petroleum powerhouse , keeping a lid on oil prices in the short term and possibly reshaping political alliances in the Arab bloc over the long term 
1	And just this week , it has stubbornly stuck near 133 , after briefly strengthening on poor U.S. trade figures 
1	It reflects credit on Mrs. Aquino that she has stuck to her democratic principles through five coup attempts as well as nonstop political dogfights 
1	In the past 20 years , he has maintained his dignity , and stuck to certain basic , and very American values and principles on which he was raised 
1	He could cut a deal with Fed Chairman Alan Greenspan that will stick 
1	Robert Buchanan , an analyst at A.G. Edwards & Sons Inc . , St. Louis , thinks K mart should stick to serving low-income shoppers and avoid what he views as the already overcrowded and shrinking middle market served by Sears , Roebuck & Co . , J.C. Penney Co. and others 
1	While auto makers world-wide have been dashing about buying up all sorts of non-auto assets , BMW has stuck to its knitting 
1	But being stuck is also bad for Germany , the third-biggest capitalist economy 
1	German growth has been stuck at around 2 % since 1980 
1	German companies are sticking with what they have 
1	Yet the Germans stick to their principle , and refuse to use the words `` emigrants '' and `` foreigners '' for the ethnic-German families 
1	Sears also plans to stick with its current policy of accepting only its Sears and Discover credit cards , putting it at a competitive disadvantage with superstores that typically take Visa and MasterCard 
1	In an interview , Mr. MacDiarmid would n't stick with his previous forecast for 1988 net income of 1.5 million Canadian dollars -LRB- US $ 1.2 million -RRB- , or about 15 Canadian cents a share 
1	Wall Street is betting that Carl C. Icahn is going to stick with his stake in Texaco Inc . , at least for a while 
1	As for fashion , Jackie said she 'd stick with plain 
1	Instead , he and others advise investors to stick to short-term municipal notes 
1	Next time he should produce his own movie , as he has here , so that if it becomes a blockbuster he is n't stuck with his director 's salary of a paltry million or two 
1	Price increases have been sticking , because the industry has been cautious in expanding capacity 
1	U.S. auto makers are sticking with cautiously optimistic third-quarter production plans , indicating they see little chance of an economic letdown the rest of this year 
